Entrepreneur ID,Agency,Support Type,Amount,Support Received Date,Business Type,Location,Outcome
0b738783-4c7d-4be7-a0ab-336823805305,UDA Holding Berhad,Advisory services,0,12/5/2023,Startups,Sabah,Failure
d0ba4696-3da3-4f62-8da6-c2cc0f6c01bc,Perbadanan Nasional Berhad,Advisory services,0,16/8/2024,Franchise Businesses,Putrajaya,Success
deeda794-3e95-4bf0-8454-36a25800fd44,SME Bank,Advisory services,0,18/9/2022,SMEs,Terengganu,Failure
ccbb395e-9685-4235-9d01-f1d75dc8122a,Bank Rakyat,Microfinancing,55674.9,21/5/2023,Cooperatives,Labuan,Failure
9f36d573-3c74-47b7-94bc-056e16bc9c05,Institut Koperasi Malaysia,Cooperative training programs,0,12/11/2023,Startups,Sarawak,Failure
fe01b63b-ff37-437e-b620-ba866b6f8e25,SME Bank,Business loans,4699.77,21/12/2023,SMEs,Melaka,Failure
67e682cd-97d1-4617-bcb7-da5ab19da335,Bank Rakyat,Microfinancing,15962.5,31/10/2022,Cooperatives,Johor,Success
ca7d7653-2f49-44b3-a906-59fce123e13a,SME Corp Malaysia,Grants,63519.34,21/3/2024,Startups,Labuan,Moderate
cb9b61cb-58e1-494b-854a-1ce40e8dbcaf,Suruhanjaya Koperasi Malaysia,Grants,76968.75,16/2/2024,Cooperatives,Kuala Lumpur,Moderate
38c81dbc-ae51-4a78-af0d-4e684d2ebda9,SME Bank,Advisory services,0,20/11/2022,Startups,Kedah,Moderate
c760ea04-3a59-48d9-87f5-aeb083090c92,Institut Koperasi Malaysia,Cooperative training programs,0,29/3/2023,Cooperatives,Sabah,Moderate
0c9ecef4-43ab-4b1b-9faf-389183cddd43,Institut Koperasi Malaysia,Cooperative training programs,0,15/11/2023,Cooperatives,Negeri Sembilan,Failure
7fc9138d-3eee-487b-9401-a4e2c2d6ce00,Perbadanan Nasional Berhad,Financing for franchise businesses,72278.59,24/8/2022,SMEs,Melaka,Moderate
11c9869d-9e56-4090-8873-99665ebca2bd,Perbadanan Nasional Berhad,Financing for franchise businesses,82470.49,8/6/2023,Startups,Pahang,Success
9ed93aa9-a622-4305-9ad2-82967f9f77e9,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,2/10/2022,Cooperatives,Sarawak,Success
a8a25f19-e776-412d-b6cf-865cb00fd7f6,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,28/8/2022,SMEs,Selangor,Moderate
ccd1ae19-144f-4f46-9ac2-bc372be0ac5a,SME Bank,Business loans,98228.91,23/10/2023,SMEs,Kedah,Moderate
a6e034ed-e8ab-4c9e-a27d-04b74a436230,Amanah Ikhtiar Malaysia,Entrepreneurial training,0,26/6/2024,Microenterprises,Terengganu,Failure
f6144b99-11c4-49c8-b6a7-1130250755aa,Amanah Ikhtiar Malaysia,Entrepreneurial training,0,10/11/2023,SMEs,Kuala Lumpur,Success
c05f86a7-a68b-4e21-9adf-86d7b16350fc,UDA Holding Berhad,Property development support,0,20/5/2023,Property Development Companies,Pahang,Failure
99c5d5f9-cfa3-417a-bae6-75d6ce50496b,Tekun Nasional,Advisory services,0,18/6/2023,Startups,Kuala Lumpur,Moderate
ee889230-6f9e-44f1-8709-0334144b0df2,Bank Rakyat,Business loans,44434.11,17/5/2023,Cooperatives,Sarawak,Moderate
c80efee0-fcec-47b2-912f-b67d1a728f22,UDA Holding Berhad,Property development support,0,18/2/2023,Startups,Kuala Lumpur,Success
00c1730f-1817-4cc1-b6cf-d6d5b17472c5,Perbadanan Nasional Berhad,Financing for franchise businesses,5717.45,8/3/2024,Franchise Businesses,Johor,Failure
89cfdfdf-eaea-4f45-926f-dd88926bb977,Amanah Ikhtiar Malaysia,Entrepreneurial training,0,14/3/2023,Microenterprises,Kuala Lumpur,Moderate
1dae59f4-719d-4bb1-8bca-a9f773360347,UDA Holding Berhad,Property development support,0,19/6/2024,Startups,Kedah,Failure
040d0f31-008c-4f47-93d7-54adc0ac3ef2,Amanah Ikhtiar Malaysia,Entrepreneurial training,0,26/9/2022,Microenterprises,Kelantan,Failure
98cdd6e1-9659-4637-a94c-5591abaa479d,Perbadanan Nasional Berhad,Advisory services,0,29/12/2023,SMEs,Perak,Success
888337eb-8f3a-4950-a578-c174afdb9bf4,Amanah Ikhtiar Malaysia,Microfinancing,29879.71,28/9/2022,Women Entrepreneurs,Pahang,Success
3e2ea0ef-6638-4dc7-9ec2-bffa6e643044,Institut Keusahawanan Negara,Entrepreneurial training,0,3/7/2023,Startups,Melaka,Success
e85f47c1-ed64-43e4-98c1-3205c15f8d07,SME Bank,Business loans,25604.01,29/11/2023,Social Enterprises,Negeri Sembilan,Moderate
1323c148-e5dc-4a27-8488-ffece1bba6f9,UDA Holding Berhad,Advisory services,0,15/3/2024,Property Development Companies,Johor,Moderate
cd8e6ddf-6376-4418-9114-7fa1687d64ce,Bank Rakyat,Business loans,43697.81,4/7/2024,Cooperatives,Negeri Sembilan,Success
bba447a0-1293-4152-8a61-0d36ad5989c1,UDA Holding Berhad,Property development support,0,16/2/2024,Property Development Companies,Selangor,Moderate
2d4b28ad-5d5e-40bc-b3b0-d079b3a61e23,Tekun Nasional,Entrepreneurial training,0,11/3/2023,Microenterprises,Kuala Lumpur,Failure
b054a1f4-f375-44ec-8533-82c145a952ca,Amanah Ikhtiar Malaysia,Microfinancing,12660.4,9/2/2024,SMEs,Labuan,Failure
53daaa2f-5c7c-4471-b043-73a300b7fa64,Bank Rakyat,Microfinancing,91053.91,4/3/2024,Individuals,Perlis,Moderate
8fcd1c29-2e68-44a0-a0b5-eb1bb203b178,Bank Rakyat,Business loans,60014.27,25/9/2022,Individuals,Melaka,Moderate
8395a699-1013-4afc-8f09-450eb8d55f58,Amanah Ikhtiar Malaysia,Entrepreneurial training,0,23/3/2024,SMEs,Kelantan,Moderate
8f9510ab-acbf-4787-beaa-26eef4ede4d9,Institut Keusahawanan Negara,Advisory services,0,4/8/2024,SMEs,Kelantan,Failure
1f1f81aa-f8e7-4402-86ea-f721e24ad3a1,SME Corp Malaysia,Grants,16286.21,15/12/2023,SMEs,Sarawak,Moderate
452834eb-49a4-4204-b27b-e54a9991c545,Suruhanjaya Koperasi Malaysia,Grants,21171.12,6/6/2023,SMEs,Terengganu,Success
acb0082a-172a-4b5f-b376-f88c65d7b407,Perbadanan Nasional Berhad,Advisory services,0,5/6/2023,Franchise Businesses,Labuan,Moderate
82ad0b51-e63d-4bb1-b270-93c7f4e53833,Bank Rakyat,Business loans,66311.39,8/11/2023,Cooperatives,Sabah,Moderate
c5078f67-40ae-4049-bf43-400ee37f98c9,SME Corp Malaysia,Advisory services,0,22/1/2023,Innovative and High-Growth Businesses,Terengganu,Failure
6f106f68-d073-4308-9d28-4f5da479cdb1,Institut Keusahawanan Negara,Advisory services,0,18/10/2022,Startups,Melaka,Failure
f55749d4-f61c-4dce-a629-92a6351fa674,SME Bank,Advisory services,0,5/7/2023,Startups,Labuan,Failure
b1e2d4ec-0918-410e-8cf6-860f5cbfd566,Institut Keusahawanan Negara,Entrepreneurial training,0,19/8/2024,Innovative and High-Growth Businesses,Sabah,Moderate
0fb145db-40af-4061-b602-365d31e4b3c7,Institut Koperasi Malaysia,Cooperative training programs,0,3/1/2023,Cooperatives,Selangor,Failure
a525524e-2f7f-45b4-b2a7-3b54dd30230b,SME Bank,Advisory services,0,21/4/2024,Social Enterprises,Penang,Failure
2cc433c3-bf04-4826-9eee-9c89de788ef4,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,29/9/2023,SMEs,Perlis,Failure
d999e4a2-9156-40f4-a217-6f1ffe8095ff,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,13/10/2023,Cooperatives,Selangor,Failure
e8d1aa74-1219-4f52-aaef-bbaecbf84a87,UDA Holding Berhad,Property development support,0,24/12/2023,Property Development Companies,Kelantan,Success
475be064-9dff-4933-9f16-1c113622f89a,Institut Koperasi Malaysia,Cooperative training programs,0,15/11/2022,Cooperatives,Kelantan,Failure
2abe840b-7a95-4e39-be44-764e712adddc,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,5/9/2023,SMEs,Kelantan,Moderate
ee9cea80-854c-4316-a7e7-fa582d93610d,SME Corp Malaysia,Grants,14405.27,30/5/2024,SMEs,Penang,Success
33dd8f64-58a1-4b6a-8a66-5586f9a97a83,Amanah Ikhtiar Malaysia,Microfinancing,75952.42,6/7/2024,Women Entrepreneurs,Sarawak,Success
86ee2f61-e84f-4632-91ad-2646902c8972,SME Corp Malaysia,Grants,83772.47,6/11/2023,Innovative and High-Growth Businesses,Putrajaya,Moderate
63524bb7-2295-4024-9d95-d7e4f2149b65,Tekun Nasional,Advisory services,0,29/8/2022,Startups,Labuan,Failure
581e1048-4f39-42f3-9fb0-d58b1fcfa4f1,SME Bank,Advisory services,0,20/6/2024,SMEs,Penang,Success
701d88ae-ae3c-4a82-a2df-79566957b4ab,SME Bank,Business loans,77140.08,22/8/2022,Social Enterprises,Sarawak,Success
321ae4cc-04a0-4a37-a85d-859c64b30599,SME Bank,Business loans,59619.19,21/8/2023,SMEs,Penang,Success
d3edd46d-6c06-4555-96f1-a334133e3873,Amanah Ikhtiar Malaysia,Microfinancing,49989.27,20/6/2023,SMEs,Melaka,Moderate
cf989106-8aad-4452-922b-28a351f9311c,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,30/5/2024,SMEs,Melaka,Failure
438a77ac-7329-478d-814f-ea8424a56212,Institut Koperasi Malaysia,Cooperative training programs,0,21/1/2024,SMEs,Kelantan,Success
f8e11370-6594-4984-8dfa-7990265e8113,SME Corp Malaysia,Advisory services,0,9/3/2023,SMEs,Melaka,Success
ed1ec0fc-eace-4c1a-8a42-d258804a2afc,Amanah Ikhtiar Malaysia,Entrepreneurial training,0,2/4/2024,SMEs,Sabah,Success
ba8bd7f9-e00e-4f20-846f-eb91627ec0e7,SME Corp Malaysia,Grants,35458.4,14/7/2024,Innovative and High-Growth Businesses,Penang,Moderate
49fe99bc-126e-44e5-a104-c6bc17a8db74,Perbadanan Nasional Berhad,Advisory services,0,13/12/2023,Startups,Perak,Failure
c394a0ba-3180-4d10-89b8-fc50a61388d1,SME Corp Malaysia,Grants,73675.04,4/9/2023,Startups,Negeri Sembilan,Moderate
2889d519-e439-4a03-b20e-7235cc464409,Institut Koperasi Malaysia,Cooperative training programs,0,1/8/2023,SMEs,Sabah,Moderate
4bf0afe1-7306-40ca-be5f-668c66585c11,Perbadanan Nasional Berhad,Financing for franchise businesses,56292.92,7/6/2023,SMEs,Sabah,Failure
8f4f2180-1ca7-49d7-b93c-338a110a3379,UDA Holding Berhad,Business premises,0,6/3/2024,Property Development Companies,Kelantan,Failure
1d49bc6f-0925-4052-a3b9-f47d0b5e75b7,SME Bank,Business loans,87498.7,17/10/2022,Startups,Kelantan,Success
2312ef47-1d72-4e8e-a419-85be186c0d63,Amanah Ikhtiar Malaysia,Entrepreneurial training,0,10/9/2022,Microenterprises,Negeri Sembilan,Failure
b98a972d-4574-4bc2-ad91-149fc8b35a4e,Perbadanan Nasional Berhad,Financing for franchise businesses,3388.5,15/1/2023,Startups,Johor,Failure
b515a0e9-28ae-4865-9548-88892d12d49a,SME Bank,Advisory services,0,5/3/2024,SMEs,Terengganu,Failure
983e272c-83b6-4187-aeeb-2f30b52cecb4,Institut Keusahawanan Negara,Entrepreneurial training,0,10/1/2023,SMEs,Penang,Success
3e913c2b-277b-4477-b2af-57bff88cb8e6,Perbadanan Nasional Berhad,Franchise development support,0,8/10/2023,SMEs,Pahang,Moderate
d3089a37-cb3e-4ec7-b27c-92d93f1533ea,Tekun Nasional,Microfinancing,35527.57,20/8/2023,Startups,Putrajaya,Success
e1874fb2-7b94-4dd3-9c2e-83b161d67e75,Bank Rakyat,Business loans,97144.14,22/6/2024,Cooperatives,Johor,Failure
12785049-7102-4464-9ed6-cb941d58fa21,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,26/7/2024,SMEs,Perlis,Moderate
28ff8eeb-c8e2-4e4a-bae6-ebeea5239719,Perbadanan Nasional Berhad,Financing for franchise businesses,43390.02,18/8/2024,SMEs,Perak,Moderate
9db5c885-f4f2-4f69-84e5-d53265757d6f,Bank Rakyat,Microfinancing,13964.28,19/4/2024,Cooperatives,Perak,Moderate
5c8d53be-c398-4774-818e-ff514e876155,Amanah Ikhtiar Malaysia,Entrepreneurial training,0,4/4/2024,Women Entrepreneurs,Kedah,Success
cefb8584-d6fd-4180-800e-abafa335704b,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,13/10/2022,Cooperatives,Perlis,Success
d0422e0a-93c4-4ef4-9960-5a0c842a1676,Institut Keusahawanan Negara,Advisory services,0,14/11/2022,Innovative and High-Growth Businesses,Negeri Sembilan,Failure
cbc3b1c0-6268-4fb0-bdfc-734bae57625f,Suruhanjaya Koperasi Malaysia,Grants,63492.63,27/6/2023,SMEs,Perak,Moderate
b46c27ef-91d8-4957-9027-77bf5a9d9fce,SME Bank,Advisory services,0,11/10/2023,Social Enterprises,Perlis,Failure
9ff53352-a83f-4938-a67b-0d9978ee5224,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,9/11/2023,Cooperatives,Kedah,Moderate
289bf4d7-d2e9-4b35-9f13-796b969b71f8,Institut Keusahawanan Negara,Entrepreneurial training,0,31/5/2024,Startups,Sabah,Moderate
ce1ed26d-fae5-4332-8845-660ca410c399,UDA Holding Berhad,Business premises,0,9/4/2024,Property Development Companies,Negeri Sembilan,Failure
b39bfbd0-77f1-4826-8078-c3d1e1cad4e9,Institut Koperasi Malaysia,Cooperative training programs,0,1/5/2023,Cooperatives,Perak,Success
50b236d8-b624-4933-8f46-28586f14ecb6,Bank Rakyat,Microfinancing,4347.47,30/1/2023,Individuals,Putrajaya,Moderate
0c00b326-2d25-4fb7-9178-a43ced2e8d4e,Amanah Ikhtiar Malaysia,Microfinancing,70617.12,5/6/2023,Women Entrepreneurs,Sarawak,Moderate
4ced844a-f329-49ac-bdbc-4980e542a293,UDA Holding Berhad,Business premises,0,23/9/2023,Property Development Companies,Sabah,Failure
8b43f46e-b1c3-472e-aaa8-85cf843cad3f,SME Bank,Advisory services,0,31/5/2023,Startups,Penang,Failure
980a0f75-45b6-4726-83df-d3f473a6b7a2,SME Corp Malaysia,Advisory services,0,9/6/2023,SMEs,Kelantan,Moderate
347af469-0a86-49fb-9cf7-e5e1b695a7d1,Institut Koperasi Malaysia,Cooperative training programs,0,17/9/2023,Cooperatives,Labuan,Moderate
60421509-2877-4a69-8f22-afa65beed110,Institut Koperasi Malaysia,Cooperative training programs,0,5/3/2024,SMEs,Labuan,Success
264bba12-383a-4d9f-8c92-9ddf3c8dac64,UDA Holding Berhad,Advisory services,0,25/2/2024,Startups,Kedah,Moderate
358d0e6c-4191-4119-b321-7df2ff13aa03,Bank Rakyat,Business loans,92469.3,1/3/2024,SMEs,Terengganu,Moderate
e5ca49cc-51d8-47b6-87c1-74778b80a1f6,Perbadanan Nasional Berhad,Financing for franchise businesses,14438.2,13/4/2024,Startups,Kuala Lumpur,Moderate
305cea27-3468-45cb-b114-c178a3b33761,Amanah Ikhtiar Malaysia,Microfinancing,60748.59,8/10/2023,SMEs,Putrajaya,Success
f48eda18-4c41-4b40-aaed-8f1758c72e74,Amanah Ikhtiar Malaysia,Entrepreneurial training,0,16/8/2024,Microenterprises,Kelantan,Moderate
67860cd4-5e52-4dee-a9f3-8e1d1dc78d42,Perbadanan Nasional Berhad,Advisory services,0,26/9/2023,SMEs,Labuan,Moderate
e3dde6a6-0ccd-4af2-a1a4-a9a01b350c66,SME Corp Malaysia,Advisory services,0,7/7/2023,Startups,Kedah,Moderate
733600cc-0305-4920-ae58-083c4ece7834,Institut Koperasi Malaysia,Cooperative training programs,0,16/5/2023,Cooperatives,Selangor,Moderate
a137d34c-d7e1-4472-99f9-b0c0e1405a1f,Institut Keusahawanan Negara,Advisory services,0,7/7/2024,Innovative and High-Growth Businesses,Perlis,Moderate
c7e05362-efbf-4c5c-b036-8fe6a4baa49a,Institut Koperasi Malaysia,Cooperative training programs,0,18/7/2024,SMEs,Kedah,Moderate
844e4058-76fe-4a44-9059-4586cbc329a3,Institut Koperasi Malaysia,Cooperative training programs,0,19/3/2024,SMEs,Selangor,Success
b90201ef-33a1-4b23-942a-4750d640ce77,Institut Koperasi Malaysia,Cooperative training programs,0,17/12/2023,SMEs,Sabah,Failure
26ded349-194f-424a-8c65-d9bc67520e41,Institut Koperasi Malaysia,Cooperative training programs,0,27/7/2024,Startups,Kedah,Success
3d13a20e-bd2e-4038-93fb-af8b39ddeb84,Suruhanjaya Koperasi Malaysia,Grants,78216.41,20/5/2023,SMEs,Terengganu,Success
d507ef1a-4958-48d1-a382-bbe19a0f54fc,Institut Koperasi Malaysia,Cooperative training programs,0,6/10/2022,Startups,Perlis,Success
0919c4d1-2ddb-43bd-a549-cf4fdcd93213,Institut Keusahawanan Negara,Entrepreneurial training,0,7/11/2022,SMEs,Sabah,Success
ba8a0c4a-5c47-4d16-861a-cb2e4548d42b,Institut Koperasi Malaysia,Cooperative training programs,0,20/6/2024,Startups,Melaka,Failure
c04c9117-f065-476d-84d7-7f3a3938ff39,Institut Keusahawanan Negara,Advisory services,0,13/6/2024,Startups,Kedah,Success
344a7c2c-c9da-4650-953c-7072d1400555,SME Corp Malaysia,Grants,70238.36,17/1/2023,Startups,Melaka,Success
a35bd1e5-0740-4621-b342-8114194e4793,Amanah Ikhtiar Malaysia,Entrepreneurial training,0,10/9/2022,SMEs,Sarawak,Failure
8b131033-2ad0-41ca-99f1-5bdf4cac8d16,SME Corp Malaysia,Grants,46673.61,14/6/2023,SMEs,Labuan,Success
75663d0a-4972-4e8d-9655-86ad976ba657,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,21/4/2024,SMEs,Labuan,Failure
0e775470-243b-4891-90e4-0699a6ea78c3,Tekun Nasional,Advisory services,0,27/11/2022,SMEs,Melaka,Failure
acd4cba9-f1a7-4f15-bae8-3984e896d97b,Institut Keusahawanan Negara,Advisory services,0,4/9/2022,SMEs,Sabah,Success
463f7502-933e-431b-a1fa-0ca29d275f48,SME Bank,Advisory services,0,20/4/2024,SMEs,Putrajaya,Moderate
1f7c8eca-61fe-4797-827a-977542344e78,Amanah Ikhtiar Malaysia,Microfinancing,90865.94,8/12/2023,Women Entrepreneurs,Negeri Sembilan,Failure
21da1bd1-1003-46aa-b027-629bd5b2c93b,Suruhanjaya Koperasi Malaysia,Grants,58727.33,5/9/2022,SMEs,Johor,Success
6b155f2b-c93f-4231-992f-9c4fe1e8ce70,Institut Koperasi Malaysia,Cooperative training programs,0,30/4/2023,Startups,Perak,Moderate
ad18c6c3-1a9c-40ab-9c17-94c86c4dfbe4,Tekun Nasional,Entrepreneurial training,0,13/1/2024,Startups,Sabah,Moderate
9eafe441-f8af-4b2b-84b0-35b822135bbb,Institut Koperasi Malaysia,Cooperative training programs,0,11/6/2024,Startups,Perak,Success
12cc8a35-7e38-40bc-96cd-0845c965c850,Institut Keusahawanan Negara,Advisory services,0,1/8/2023,Innovative and High-Growth Businesses,Putrajaya,Failure
f87d6a2a-c0a5-4a6f-90d8-58857bb2d1cf,Tekun Nasional,Entrepreneurial training,0,28/2/2024,Microenterprises,Pahang,Success
32dee7c0-4049-46ce-8602-87a19812003f,Perbadanan Nasional Berhad,Advisory services,0,15/3/2024,SMEs,Johor,Success
1544c202-0f9d-4c21-b679-0587a480f728,Amanah Ikhtiar Malaysia,Entrepreneurial training,0,12/12/2023,Women Entrepreneurs,Sabah,Success
4bf3e133-0adb-4570-94fd-0f4cff993468,Tekun Nasional,Entrepreneurial training,0,3/6/2024,Microenterprises,Sarawak,Failure
33b79caa-660e-45ec-b7d4-3662a96f0c1f,Tekun Nasional,Microfinancing,54458.01,6/1/2024,Microenterprises,Terengganu,Success
f52cd15f-8277-47d4-9492-c804e42acd9e,Suruhanjaya Koperasi Malaysia,Grants,43167.1,1/2/2023,Cooperatives,Labuan,Moderate
705577c9-614d-4ad3-a2dc-53f4df96545b,Amanah Ikhtiar Malaysia,Entrepreneurial training,0,21/6/2024,Microenterprises,Sarawak,Success
7b9ee76c-9fea-4844-a913-b8c4c08f7f65,Amanah Ikhtiar Malaysia,Microfinancing,90372.85,28/3/2024,SMEs,Labuan,Failure
8122f195-bdda-4b97-b28e-e177b35e8c3a,SME Corp Malaysia,Grants,99068.14,2/1/2024,SMEs,Kedah,Moderate
f34ec2a6-9388-4419-9ccb-2ca14917a849,Tekun Nasional,Advisory services,0,27/5/2023,SMEs,Perak,Success
5e27fe4b-34c2-4510-a1d2-e7b86993878d,SME Bank,Business loans,90916.35,3/7/2023,SMEs,Kedah,Success
e01b4d4c-c78f-4799-882b-eb5ae4a4237b,Suruhanjaya Koperasi Malaysia,Grants,10851.76,2/4/2023,Cooperatives,Negeri Sembilan,Moderate
06986115-d90c-4d99-b8d8-75d4c7c29b3b,Bank Rakyat,Business loans,34247.55,1/5/2024,Individuals,Sabah,Failure
ea5007c4-c1c8-4744-ac44-eecd62eeb669,Institut Koperasi Malaysia,Cooperative training programs,0,9/6/2024,Cooperatives,Penang,Moderate
b4013578-094e-45c6-a3e0-4a982ffc54ae,SME Corp Malaysia,Advisory services,0,11/10/2022,Startups,Putrajaya,Moderate
dea8e0fa-5101-415f-8ebd-f6a6c81879c4,Perbadanan Nasional Berhad,Advisory services,0,25/10/2022,Startups,Labuan,Success
a0311a2d-b9df-47c1-b087-0ca6ec362fad,Bank Rakyat,Business loans,97215.89,20/6/2023,Cooperatives,Selangor,Failure
43eb090c-814c-43a0-b5d5-21c369da6abe,Bank Rakyat,Business loans,37888.01,11/8/2024,Cooperatives,Negeri Sembilan,Failure
ce598a7d-c0a3-4b83-b30d-c80a5b28e8ea,SME Corp Malaysia,Advisory services,0,17/4/2024,Innovative and High-Growth Businesses,Perak,Success
7ca4c6f5-0dc9-4dd1-95a0-03217bd5dfbd,SME Corp Malaysia,Grants,29488.81,7/12/2023,Innovative and High-Growth Businesses,Johor,Success
dc7c336b-95a7-4467-9d62-d204eeaf3cc8,SME Bank,Business loans,58784.93,5/8/2024,Startups,Melaka,Success
b215eb7f-d5ae-4ba7-bbdb-51f95ad33d9d,UDA Holding Berhad,Property development support,0,12/12/2022,Property Development Companies,Pahang,Success
fd3fad39-6030-4b3f-9d68-d27936446d05,Institut Koperasi Malaysia,Cooperative training programs,0,27/5/2023,Cooperatives,Penang,Moderate
2dc3bb0b-be6c-435d-9066-110a52eae3e8,Amanah Ikhtiar Malaysia,Microfinancing,32254.08,15/6/2024,Women Entrepreneurs,Sarawak,Success
f23ec6aa-ddff-44ff-a72e-7ade1df65fa4,SME Corp Malaysia,Advisory services,0,13/10/2023,Startups,Putrajaya,Failure
d6e6de80-f954-4c4d-91d2-7f3ff8aa13d3,Tekun Nasional,Microfinancing,22132.47,28/3/2023,Microenterprises,Kuala Lumpur,Success
7839f1f2-9968-4e62-a901-f9c8eb97e880,Perbadanan Nasional Berhad,Advisory services,0,4/2/2024,Franchise Businesses,Melaka,Moderate
984184d0-afe8-4b23-b610-bddfac36ccf8,Institut Keusahawanan Negara,Advisory services,0,22/7/2023,Startups,Melaka,Failure
82de5456-9c51-42b4-a059-7bf1fde7685c,SME Corp Malaysia,Grants,21024.57,16/9/2023,Startups,Pahang,Failure
fa7135c2-e904-4603-87fa-641b6243cd1a,Tekun Nasional,Microfinancing,10572.84,3/9/2022,SMEs,Labuan,Moderate
7a7c01a8-d9f1-481c-912c-12fdae35b219,SME Corp Malaysia,Advisory services,0,12/2/2024,SMEs,Johor,Success
4841aa48-1d1a-4d18-bfb1-765c97994ab6,UDA Holding Berhad,Business premises,0,6/1/2023,Property Development Companies,Kelantan,Success
4580af67-a0ef-46c4-ae70-14d4347cdee5,SME Bank,Advisory services,0,2/11/2023,Social Enterprises,Kedah,Success
c34527e2-5ed0-4db6-b6e3-ed522f2cbe61,Suruhanjaya Koperasi Malaysia,Grants,79328.39,2/9/2023,SMEs,Perak,Success
ac4cf828-79e6-42b7-9c0e-855bc91e8a89,Institut Koperasi Malaysia,Cooperative training programs,0,17/6/2023,SMEs,Kelantan,Moderate
22c4d36c-d191-4182-bcda-963f41c3276f,Amanah Ikhtiar Malaysia,Microfinancing,85065.15,26/5/2023,Microenterprises,Sarawak,Success
2e1f2f63-5139-4fa1-b758-2f2c58b24103,Bank Rakyat,Microfinancing,34770.92,9/8/2024,Cooperatives,Selangor,Failure
21c4cab2-a53c-428d-bd0e-b268192ec809,SME Corp Malaysia,Advisory services,0,2/12/2022,Innovative and High-Growth Businesses,Kedah,Moderate
d9f6cedf-5f8d-443b-87c6-2eceb24ef147,Bank Rakyat,Microfinancing,46182.07,1/1/2023,Cooperatives,Perlis,Failure
8fced162-a42e-4cf8-9180-49345514987d,Amanah Ikhtiar Malaysia,Microfinancing,91478.14,17/2/2024,Microenterprises,Perak,Moderate
3425cc9f-4f57-457a-b20d-81c2ece8cf8b,SME Corp Malaysia,Advisory services,0,8/1/2024,SMEs,Sarawak,Success
f0c673bf-0e8f-41e8-96c0-ce4cf14b9716,Institut Koperasi Malaysia,Cooperative training programs,0,15/7/2023,SMEs,Sarawak,Success
ea3bfbaa-8ad8-4bba-97fd-865a3046e5a1,Institut Koperasi Malaysia,Cooperative training programs,0,8/10/2022,Cooperatives,Perlis,Failure
8c9713f8-60e1-4d68-bea9-61a9e3909be1,Tekun Nasional,Business loans,3641.35,10/6/2024,Startups,Johor,Failure
440f60d9-4381-4f29-b926-bedf09a159db,Perbadanan Nasional Berhad,Franchise development support,0,4/3/2024,Startups,Johor,Failure
c37b82bc-3ce9-40f7-83ad-67845f987dda,Bank Rakyat,Business loans,29984.3,28/11/2022,Individuals,Sabah,Moderate
a144980b-3f2a-4623-9083-8678a286ae7f,Bank Rakyat,Microfinancing,29164.36,12/5/2024,Individuals,Kedah,Moderate
b65e3703-0121-4fdc-8022-b68889b891e4,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,26/9/2022,SMEs,Melaka,Failure
892624da-9fb2-429a-af52-4dd0aeaa98af,Tekun Nasional,Business loans,68385.95,20/6/2023,Startups,Pahang,Failure
36fae44e-9715-4cd3-903c-263f78315be9,Perbadanan Nasional Berhad,Financing for franchise businesses,4856.47,21/2/2024,Franchise Businesses,Kedah,Failure
ebd54c3d-d3fd-4fcf-82ff-127053ec733a,Perbadanan Nasional Berhad,Franchise development support,0,29/11/2023,Franchise Businesses,Selangor,Success
9401a508-74b2-4299-98c6-9ed9331f85ed,SME Corp Malaysia,Advisory services,0,12/1/2024,Innovative and High-Growth Businesses,Putrajaya,Failure
a2bb9a1c-1da3-4fb3-9958-74af1b783334,Suruhanjaya Koperasi Malaysia,Grants,91730.26,25/2/2023,SMEs,Sarawak,Success
83a0f34d-4643-45c9-b87f-25ff52fbde48,UDA Holding Berhad,Property development support,0,9/4/2023,Property Development Companies,Negeri Sembilan,Success
b9a871fc-52e9-43e2-a777-e0165d205f6a,Institut Koperasi Malaysia,Cooperative training programs,0,29/1/2023,Cooperatives,Negeri Sembilan,Success
966bb87b-a893-4503-9cca-c0c8e9e79c12,Institut Koperasi Malaysia,Cooperative training programs,0,4/7/2024,Cooperatives,Melaka,Moderate
158d9707-97f3-4e15-a6c0-f793583d4dcd,Amanah Ikhtiar Malaysia,Microfinancing,62902.28,12/1/2023,SMEs,Putrajaya,Moderate
e9a9099b-8888-4882-8644-3e114440f29c,Suruhanjaya Koperasi Malaysia,Cooperative advisory services,0,27/5/2023,SMEs,Melaka,Success
9b26d8d8-422e-46bf-b6b4-b4a1ec59c028,Institut Keusahawanan Negara,Advisory services,0,21/10/2023,Startups,Kedah,Moderate
